"","x"
"4831",9
"4832",9
"4833",7
"4834",4
"4835",8
"4836",2
"4837",3
"4838",4
"4839",4
"4840",4
"4841",7
"4842",6
"4843",7
"4844",2
"4845",5
"4846",5
"4847",2
"4848",5
"4849",8
"4850",0
"4851",3
"4852",2
"4853",0
"4854",8
"4855",0
"4856",0
"4857",2
"4858",6
"4859",7
"4860",8
"4861",8
"4862",1
"4863",8
"4864",7
"4865",3
"4866",1
"4867",3
"4868",6
"4869",3
"4870",7
"4871",0
"4872",6
"4873",1
"4874",8
"4875",4
"4876",7
"4877",7
"4878",4
"4879",3
"4880",9
"4881",2
"4882",3
"4883",6
"4884",3
"4885",1
"4886",5
"4887",6
"4888",8
"4889",7
"4890",0
"4891",4
"4892",3
"4893",0
"4894",7
"4895",9
"4896",9
"4897",4
"4898",7
"4899",3
"4900",7
"4901",1
"4902",9
"4903",9
"4904",1
"4905",7
"4906",6
"4907",0
"4908",7
"4909",5
"4910",8
"4911",6
"4912",0
"4913",9
"4914",1
"4915",2
"4916",2
"4917",9
"4918",3
"4919",0
"4920",4
"4921",1
"4922",5
"4923",6
"4924",6
"4925",1
"4926",7
"4927",0
"4928",8
"4929",7
"4930",9
"4931",6
"4932",0
"4933",9
"4934",1
"4935",6
"4936",2
"4937",9
"4938",3
"4939",2
"4940",4
"4941",5
"4942",5
"4943",1
"4944",6
"4945",1
"4946",7
"4947",7
"4948",8
"4949",5
"4950",9
"4951",1
"4952",0
"4953",4
"4954",1
"4955",4
"4956",2
"4957",3
"4958",3
"4959",1
"4960",4
"4961",1
"4962",5
"4963",0
"4964",6
"4965",7
"4966",7
"4967",3
"4968",8
"4969",9
"4970",5
"4971",1
"4972",1
"4973",1
"4974",9
"4975",5
"4976",9
"4977",1
"4978",7
"4979",1
"4980",1
"4981",6
"4982",0
"4983",8
"4984",9
"4985",7
"4986",0
"4987",2
"4988",5
"4989",3
"4990",9
"4991",6
"4992",7
"4993",8
"4994",1
"4995",0
"4996",7
"4997",3
"4998",2
"4999",1
"5000",2
